"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"12-APR-2024","KRYSTAL","Krystal Integrated Ser L","SUNFLOWER BROKING PRIVATE LIMITED","SELL","1,43,458","951.97","-"
"12-APR-2024","KRYSTAL","Krystal Integrated Ser L","VIRAL DINESH SHAH","BUY","3,34,554","951.63","-"
"12-APR-2024","KRYSTAL","Krystal Integrated Ser L","VIRAL DINESH SHAH","SELL","3,34,554","952.76","-"
"12-APR-2024","MINDTECK","Mindteck (India) Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","1,95,601","287.88","-"
"12-APR-2024","MINDTECK","Mindteck (India) Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","1,95,601","288.01","-"
"12-APR-2024","PRATHAM","Pratham EPC Projects Ltd","LATHE DERIVATIVES TRADING PRIVATE LIMITED .","BUY","1,26,400","135.35","-"
"12-APR-2024","PRATHAM","Pratham EPC Projects Ltd","LATHE DERIVATIVES TRADING PRIVATE LIMITED .","SELL","1,02,400","135.07","-"
"12-APR-2024","RADIOWALLA","Radiowalla Network Ltd","MANSI SHARE AND STOCK ADVISORS PVT LTD","BUY","83,200","113.90","-"
"12-APR-2024","RADIOWALLA","Radiowalla Network Ltd","MANSI SHARE AND STOCK ADVISORS PVT LTD","SELL","28,800","113.93","-"
"12-APR-2024","RAMCOSYS","Ramco Systems Limited","AAKRAYA RESEARCH LLP","BUY","3,11,595","380.65","-"
"12-APR-2024","RAMCOSYS","Ramco Systems Limited","AAKRAYA RESEARCH LLP","SELL","3,11,595","380.91","-"
"12-APR-2024","RAMCOSYS","Ramco Systems Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","3,92,120","370.31","-"
"12-APR-2024","RAMCOSYS","Ramco Systems Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","3,92,120","371.01","-"
"12-APR-2024","RAMCOSYS","Ramco Systems Limited","MICROCURVES TRADING PRIVATE LIMITED","BUY","2,76,613","378.02","-"
"12-APR-2024","RAMCOSYS","Ramco Systems Limited","MICROCURVES TRADING PRIVATE LIMITED","SELL","2,76,613","378.25","-"
"12-APR-2024","RAMCOSYS","Ramco Systems Limited","MUDUPULAVEMULA SURENDRANADHA REDDY","BUY","1,81,395","379.41","-"
"12-APR-2024","RAMCOSYS","Ramco Systems Limited","MUDUPULAVEMULA SURENDRANADHA REDDY","SELL","1,81,395","379.48","-"
"12-APR-2024","RAMCOSYS","Ramco Systems Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","3,31,610","382.87","-"
"12-APR-2024","RAMCOSYS","Ramco Systems Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","3,31,610","383.07","-"
"12-APR-2024","RAMCOSYS","Ramco Systems Limited","QE SECURITIES LLP","BUY","4,24,456","378.23","-"
"12-APR-2024","RAMCOSYS","Ramco Systems Limited","QE SECURITIES LLP","SELL","4,29,378","378.41","-"
"12-APR-2024","RELINFRA","Reliance Infrastructu Ltd","MANSI SHARE AND STOCK ADVISORS PVT LTD","BUY","16,65,309","187.00","-"
"12-APR-2024","RELINFRA","Reliance Infrastructu Ltd","MANSI SHARE AND STOCK ADVISORS PVT LTD","SELL","25,70,794","191.02","-"
"12-APR-2024","RHL","Robust Hotels Limited","WHITEPIN  TIE UP  LIMITED","SELL","1,00,227","133.09","-"
"12-APR-2024","SADBHAV","Sadbhav Engineering Limit","CRONY VYAPAR PVT LTD","BUY","23,30,331","34.57","-"
"12-APR-2024","SADBHAV","Sadbhav Engineering Limit","CRONY VYAPAR PVT LTD","SELL","13,74,749","34.38","-"
"12-APR-2024","SECURCRED","SecUR Credentials Limited","GVM VENTURES LLP","BUY","2,91,000","20.00","-"
"12-APR-2024","SOLEX","Solex Energy Limited","BAJORIA FINANCIAL SERVICES PRIVATE LIMITED","BUY","48,400","800.00","-"
"12-APR-2024","SUBEXLTD","Subex Ltd","ASHAPURA COMMODITIES","SELL","36,81,000","30.64","-"
"12-APR-2024","SUNDARAM","Sundaram Multi Pap Ltd","CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED","BUY","46,36,414","3.47","-"
"12-APR-2024","SUNDARAM","Sundaram Multi Pap Ltd","CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED","SELL","16,45,952","3.44","-"
"12-APR-2024","SUNDARAM","Sundaram Multi Pap Ltd","HI GROWTH CORPORATE SERVICES PVT LTD","BUY","80,95,211","3.50","-"
"12-APR-2024","SUNDARAM","Sundaram Multi Pap Ltd","HI GROWTH CORPORATE SERVICES PVT LTD","SELL","80,01,703","3.49","-"
"12-APR-2024","SUNDARAM","Sundaram Multi Pap Ltd","JAINAM BROKING LIMITED","BUY","1,42,94,663","3.49","-"
"12-APR-2024","SUNDARAM","Sundaram Multi Pap Ltd","JAINAM BROKING LIMITED","SELL","1,42,48,369","3.51","-"
"12-APR-2024","SUNDARAM","Sundaram Multi Pap Ltd","PACE COMMODITY BROKERS PRIVATE LIMITED","BUY","1,05,08,435","3.49","-"
"12-APR-2024","SUNDARAM","Sundaram Multi Pap Ltd","PACE COMMODITY BROKERS PRIVATE LIMITED","SELL","1,05,10,435","3.47","-"
"15-APR-2024","AARVI","Aarvi Encon Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","75,270","176.64","-"
"15-APR-2024","AARVI","Aarvi Encon Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","75,270","176.85","-"
"15-APR-2024","ASPIRE","Aspire & Innovative Adv L","HEM FINLEASE PVT LTD","SELL","4,44,000","73.60","-"
"15-APR-2024","ASPIRE","Aspire & Innovative Adv L","INDIA-AHEAD VENTURE FUND","BUY","4,84,000","73.60","-"
"15-APR-2024","ATFL","Agro Tech Foods Limited","OHM ENTERPRISES","BUY","1,55,018","709.98","-"
"15-APR-2024","CAPACITE","Capacite Infraproject Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","4,68,004","300.32","-"
"15-APR-2024","CAPACITE","Capacite Infraproject Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","4,68,004","300.07","-"
"15-APR-2024","CAPACITE","Capacite Infraproject Ltd","HRTI PRIVATE LIMITED","BUY","4,41,170","300.72","-"
"15-APR-2024","CAPACITE","Capacite Infraproject Ltd","HRTI PRIVATE LIMITED","SELL","4,91,890","300.48","-"
"15-APR-2024","CAPACITE","Capacite Infraproject Ltd","VALIANT MAURITIUS PARTNERS OFFSHORE LIMITED","BUY","5,71,700","306.42","-"
"15-APR-2024","CGRAPHICS","Creative Graphics S Ind L","ANKUSH  KEDIA","BUY","1,60,000","181.59","-"
"15-APR-2024","CGRAPHICS","Creative Graphics S Ind L","BOFA SECURITIES EUROPE SA","SELL","2,59,200","184.55","-"
"15-APR-2024","CGRAPHICS","Creative Graphics S Ind L","MANSI SHARE AND STOCK ADVISORS PVT LTD","SELL","3,95,200","183.61","-"
"15-APR-2024","DELAPLEX","Delaplex Limited","JIGNESH AMRUTLAL THOBHANI","SELL","45,600","228.00","-"
"15-APR-2024","DELAPLEX","Delaplex Limited","SANDEEP SINGH","BUY","81,600","227.98","-"
"15-APR-2024","JYOTI-RE","Jyoti Structures Ltd","GDN INVESTMENTS PRIVATE LIMITED","BUY","5,90,879","5.72","-"
"15-APR-2024","KRYSTAL","Krystal Integrated Ser L","GRAVITON RESEARCH CAPITAL LLP","BUY","1,08,226","967.75","-"
"15-APR-2024","KRYSTAL","Krystal Integrated Ser L","GRAVITON RESEARCH CAPITAL LLP","SELL","1,08,226","968.01","-"
"15-APR-2024","KRYSTAL","Krystal Integrated Ser L","HRTI PRIVATE LIMITED","BUY","1,20,086","965.14","-"
"15-APR-2024","KRYSTAL","Krystal Integrated Ser L","HRTI PRIVATE LIMITED","SELL","1,29,316","961.02","-"
"15-APR-2024","KRYSTAL","Krystal Integrated Ser L","NIRAJ HARSUKHLAL SANGHAVI","BUY","1,42,096","956.51","-"
"15-APR-2024","KRYSTAL","Krystal Integrated Ser L","NIRAJ HARSUKHLAL SANGHAVI","SELL","1,42,096","972.04","-"
"15-APR-2024","KRYSTAL","Krystal Integrated Ser L","QE SECURITIES LLP","BUY","70,452","961.61","-"
"15-APR-2024","KRYSTAL","Krystal Integrated Ser L","QE SECURITIES LLP","SELL","73,186","963.47","-"
"15-APR-2024","KRYSTAL","Krystal Integrated Ser L","VIRAL DINESH SHAH","BUY","1,58,166","967.11","-"
"15-APR-2024","KRYSTAL","Krystal Integrated Ser L","VIRAL DINESH SHAH","SELL","1,58,166","968.66","-"
"15-APR-2024","LIKHITHA","Likhitha Infrastruc Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","3,12,854","279.18","-"
"15-APR-2024","LIKHITHA","Likhitha Infrastruc Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","3,12,854","279.39","-"
"15-APR-2024","MARKSANS","Marksans Pharma Limited","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","BUY","66,00,000","158.00","-"
"15-APR-2024","MOS","Mos Utility Limited","HJS SECURITIES PRIVATE LIMITED","BUY","2,59,200","181.36","-"
"15-APR-2024","MOS","Mos Utility Limited","HJS SECURITIES PRIVATE LIMITED","SELL","2,59,200","181.52","-"
"15-APR-2024","NAMAN","Naman In-Store (India) L","SRI ASHOK AND SONS","BUY","52,800","116.99","-"
"15-APR-2024","PRATHAM","Pratham EPC Projects Ltd","CRAFT EMERGING MARKET FUND PCC- CITADEL CAPITAL FUND","SELL","1,32,800","154.93","-"
"15-APR-2024","PRATHAM","Pratham EPC Projects Ltd","LATHE DERIVATIVES TRADING PRIVATE LIMITED .","BUY","89,600","163.50","-"
"15-APR-2024","PRATHAM","Pratham EPC Projects Ltd","LATHE DERIVATIVES TRADING PRIVATE LIMITED .","SELL","91,200","161.58","-"
"15-APR-2024","RADIOWALLA","Radiowalla Network Ltd","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","BUY","20,800","110.60","-"
"15-APR-2024","RADIOWALLA","Radiowalla Network Ltd","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","36,800","110.79","-"
"15-APR-2024","RAMCOSYS","Ramco Systems Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","3,15,144","402.90","-"
"15-APR-2024","RAMCOSYS","Ramco Systems Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","3,15,144","403.31","-"
"15-APR-2024","RAMCOSYS","Ramco Systems Limited","HRTI PRIVATE LIMITED","BUY","2,74,156","401.90","-"
"15-APR-2024","RAMCOSYS","Ramco Systems Limited","HRTI PRIVATE LIMITED","SELL","2,81,865","403.85","-"
"15-APR-2024","SADBHAV","Sadbhav Engineering Limit","CRONY VYAPAR PVT LTD","BUY","9,86,715","33.77","-"
"15-APR-2024","SADBHAV","Sadbhav Engineering Limit","CRONY VYAPAR PVT LTD","SELL","11,49,045","33.34","-"
"15-APR-2024","SELAN","Selan Exploration Technol","GRAVITON RESEARCH CAPITAL LLP","BUY","95,015","588.34","-"
"15-APR-2024","SELAN","Selan Exploration Technol","GRAVITON RESEARCH CAPITAL LLP","SELL","95,015","587.99","-"
"15-APR-2024","SELAN","Selan Exploration Technol","QE SECURITIES LLP","BUY","77,264","593.96","-"
"15-APR-2024","SELAN","Selan Exploration Technol","QE SECURITIES LLP","SELL","86,041","594.15","-"
"15-APR-2024","SUNDARAM","Sundaram Multi Pap Ltd","HI GROWTH CORPORATE SERVICES PVT LTD","BUY","30,79,841","3.28","-"
"15-APR-2024","SUNDARAM","Sundaram Multi Pap Ltd","HI GROWTH CORPORATE SERVICES PVT LTD","SELL","36,43,231","3.28","-"
"15-APR-2024","SUNDARAM","Sundaram Multi Pap Ltd","JAINAM BROKING LIMITED","BUY","33,99,559","3.34","-"
"15-APR-2024","SUNDARAM","Sundaram Multi Pap Ltd","JAINAM BROKING LIMITED","SELL","40,50,024","3.33","-"
"15-APR-2024","SURANASOL","Surana Solar Ltd","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","BUY","2,91,554","40.06","-"
"15-APR-2024","SURANASOL","Surana Solar Ltd","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","1,72,090","40.83","-"
"15-APR-2024","TARACHAND","Tara Chand Infra Soln Ltd","HUTOXY KERSI BHADHA","BUY","1,13,000","310.72","-"
"16-APR-2024","AAATECH","AAA Technologies Limited","INDRA KIRAN VENTURES","BUY","85,773","111.66","-"
"16-APR-2024","AAATECH","AAA Technologies Limited","INDRA KIRAN VENTURES","SELL","75,773","111.70","-"
"16-APR-2024","ARE&M","Amara Raja Energy Mob Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","9,49,054","940.69","-"
"16-APR-2024","ARE&M","Amara Raja Energy Mob Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","9,49,054","941.30","-"
"16-APR-2024","ATALREAL","Atal Realtech Limited","YELLOWSTONE VENTURES LLP","SELL","5,61,000","13.84","-"
"16-APR-2024","COFFEEDAY","Coffee Day Enterprise Ltd","CRONY VYAPAR PVT LTD","BUY","38,62,952","72.62","-"
"16-APR-2024","COFFEEDAY","Coffee Day Enterprise Ltd","CRONY VYAPAR PVT LTD","SELL","31,32,952","71.95","-"
"16-APR-2024","COFFEEDAY","Coffee Day Enterprise Ltd","HRTI PRIVATE LIMITED","BUY","8,76,369","71.04","-"
"16-APR-2024","COFFEEDAY","Coffee Day Enterprise Ltd","HRTI PRIVATE LIMITED","SELL","11,63,729","71.24","-"
"16-APR-2024","COFFEEDAY","Coffee Day Enterprise Ltd","TIKRI INVESTMENTS","BUY","40,00,000","70.94","-"
"16-APR-2024","DCG","DCG Cables & Wires Ltd","LAXMIKANTH PRABHU N","BUY","1,24,800","89.15","-"
"16-APR-2024","DCG","DCG Cables & Wires Ltd","NIKUNJ STOCK BROKERS LTD","SELL","1,45,200","85.71","-"
"16-APR-2024","DHANI","Dhani Services Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","40,15,206","46.03","-"
"16-APR-2024","DHANI","Dhani Services Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","40,15,206","46.08","-"
"16-APR-2024","DHANI","Dhani Services Limited","HRTI PRIVATE LIMITED","BUY","33,49,970","45.95","-"
"16-APR-2024","DHANI","Dhani Services Limited","HRTI PRIVATE LIMITED","SELL","37,10,359","46.03","-"
"16-APR-2024","DHANI","Dhani Services Limited","TOPGAIN FINANCE PRIVATE LIMITED","BUY","35,91,386","46.54","-"
"16-APR-2024","DHANI","Dhani Services Limited","TOPGAIN FINANCE PRIVATE LIMITED","SELL","28,71,386","46.84","-"
"16-APR-2024","DRCSYSTEMS","DRC Systems India Limited","AJAY SURENDRABHAI PATEL","BUY","27,00,000","18.95","-"
"16-APR-2024","DRCSYSTEMS","DRC Systems India Limited","SOMANI MULTIBIZ LIMITED","SELL","26,91,646","18.95","-"
"16-APR-2024","ENFUSE","Enfuse Solutions Limited","KARTHIKA KIZHAKKAYIL MANOHARAN","SELL","48,000","128.81","-"
"16-APR-2024","ENFUSE","Enfuse Solutions Limited","NARESHBHAI BALDEVDAS PATEL","BUY","45,600","130.51","-"
"16-APR-2024","EXIDEIND","Exide Industries Ltd","HRTI PRIVATE LIMITED","BUY","47,53,711","436.04","-"
"16-APR-2024","EXIDEIND","Exide Industries Ltd","HRTI PRIVATE LIMITED","SELL","40,60,990","437.72","-"
"16-APR-2024","GLOBAL","Global Education Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","1,21,646","265.04","-"
"16-APR-2024","GLOBAL","Global Education Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","1,21,646","265.23","-"
"16-APR-2024","HINDMOTORS","Hindustan Motors Limited","SHIV NARAYAN BALDI HUF","SELL","16,11,071","20.65","-"
"16-APR-2024","HOMESFY","Homesfy Realty Limited","CITRINE FUND LIMITED","BUY","17,100","686.86","-"
"16-APR-2024","JYOTI-RE","Jyoti Structures Ltd","GDN INVESTMENTS PRIVATE LIMITED","BUY","13,91,041","6.22","-"
"16-APR-2024","KRYSTAL","Krystal Integrated Ser L","GRAVITON RESEARCH CAPITAL LLP","BUY","98,499","957.18","-"
"16-APR-2024","KRYSTAL","Krystal Integrated Ser L","GRAVITON RESEARCH CAPITAL LLP","SELL","98,499","954.25","-"
"16-APR-2024","KRYSTAL","Krystal Integrated Ser L","HRTI PRIVATE LIMITED","BUY","1,16,296","955.31","-"
"16-APR-2024","KRYSTAL","Krystal Integrated Ser L","HRTI PRIVATE LIMITED","SELL","1,41,243","955.21","-"
"16-APR-2024","KRYSTAL","Krystal Integrated Ser L","NIRAJ HARSUKHLAL SANGHAVI","BUY","1,81,505","956.18","-"
"16-APR-2024","KRYSTAL","Krystal Integrated Ser L","NIRAJ HARSUKHLAL SANGHAVI","SELL","1,81,505","949.15","-"
"16-APR-2024","KRYSTAL","Krystal Integrated Ser L","VIRAL DINESH SHAH","BUY","1,67,998","961.95","-"
"16-APR-2024","KRYSTAL","Krystal Integrated Ser L","VIRAL DINESH SHAH","SELL","1,67,998","964.41","-"
"16-APR-2024","LEXUS","Lexus Granito (India) Ltd","SANDIP SUKHABHAI KHANT","BUY","2,73,481","47.79","-"
"16-APR-2024","LEXUS","Lexus Granito (India) Ltd","SANDIP SUKHABHAI KHANT","SELL","2,73,481","47.53","-"
"16-APR-2024","RADIOWALLA","Radiowalla Network Ltd","MANSI SHARE AND STOCK ADVISORS PVT LTD","SELL","96,000","115.49","-"
"16-APR-2024","RADIOWALLA","Radiowalla Network Ltd","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","52,800","105.30","-"
"16-APR-2024","RAMRAT","Ram Ratna Wires Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","2,65,592","328.79","-"
"16-APR-2024","RAMRAT","Ram Ratna Wires Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","2,65,592","330.03","-"
"16-APR-2024","RCDL","Rajgor Castor Derivati L","VINEY EQUITY MARKET LLP","SELL","1,62,000","37.73","-"
"16-APR-2024","SELAN","Selan Exploration Technol","GRAVITON RESEARCH CAPITAL LLP","BUY","1,22,302","640.14","-"
"16-APR-2024","SELAN","Selan Exploration Technol","GRAVITON RESEARCH CAPITAL LLP","SELL","1,22,302","642.58","-"
"16-APR-2024","SELAN","Selan Exploration Technol","QE SECURITIES LLP","BUY","77,112","645.73","-"
"16-APR-2024","SELAN","Selan Exploration Technol","QE SECURITIES LLP","SELL","77,084","652.00","-"
"16-APR-2024","SENCO","Senco Gold Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","5,85,040","1,017.19","-"
"16-APR-2024","SENCO","Senco Gold Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","5,85,040","1,017.91","-"
"16-APR-2024","TGL","Teerth Gopicon Limited","ABHAI KUMAR NAHAR HUF","BUY","1,00,800","125.00","-"
"16-APR-2024","TGL","Teerth Gopicon Limited","GIRIRAJ STOCK BROKING PRIVATE LIMITED","BUY","1,200","131.25","-"
"16-APR-2024","TGL","Teerth Gopicon Limited","GIRIRAJ STOCK BROKING PRIVATE LIMITED","SELL","1,98,000","130.64","-"
"16-APR-2024","TGL","Teerth Gopicon Limited","GREEN PEAKS ENTERPRISES LLP","BUY","70,800","126.19","-"
"16-APR-2024","TGL","Teerth Gopicon Limited","JAIN SANJAY POPATLAL","BUY","60,000","125.00","-"
"16-APR-2024","TGL","Teerth Gopicon Limited","JITENDRA MULARAM CHOUDHARY","BUY","60,000","125.00","-"
"16-APR-2024","TGL","Teerth Gopicon Limited","KUMAR VINOD","BUY","1,20,000","125.00","-"
"16-APR-2024","TGL","Teerth Gopicon Limited","MOUNTAIN VENTURES","BUY","60,000","131.25","-"
"16-APR-2024","TGL","Teerth Gopicon Limited","NEETU BAFNA","BUY","72,000","125.00","-"
"16-APR-2024","TGL","Teerth Gopicon Limited","SAHASTRAA ADVISORS PRIVATE LIMITED","BUY","86,400","129.43","-"
"16-APR-2024","TGL","Teerth Gopicon Limited","SOMANI VENTURES AND INNOVATIONS LIMITED","BUY","72,000","125.00","-"
"16-APR-2024","TGL","Teerth Gopicon Limited","TOPGAIN FINANCE PRIVATE LIMITED","BUY","1,02,000","129.10","-"
"16-APR-2024","TGL","Teerth Gopicon Limited","VIJIT GLOBAL SECURITIES PRIVATE LIMITED","BUY","90,000","125.00","-"
"16-APR-2024","URAVI","Uravi T And Wedg Lamp Ltd","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","BUY","72,703","395.15","-"
"16-APR-2024","URAVI","Uravi T And Wedg Lamp Ltd","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","SELL","55,000","395.28","-"
"16-APR-2024","VISHWAS","Vishwas Agri Seeds Ltd","SMC GLOBAL SECURITIES LIMITED","BUY","59,200","84.52","-"
"16-APR-2024","WABAG","VA Tech Wabag Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","3,32,864","876.19","-"
"16-APR-2024","WABAG","VA Tech Wabag Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","3,32,864","876.08","-"
"16-APR-2024","ZENITHSTL","Zenith Steel Pip Ind Ltd","HI GROWTH CORPORATE SERVICES PVT LTD","BUY","5,95,298","7.85","-"
"16-APR-2024","ZENITHSTL","Zenith Steel Pip Ind Ltd","HI GROWTH CORPORATE SERVICES PVT LTD","SELL","10,25,124","7.87","-"
"18-APR-2024","AAATECH","AAA Technologies Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","84,067","129.35","-"
"18-APR-2024","AAATECH","AAA Technologies Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","84,111","129.63","-"
"18-APR-2024","AGUL","A G Universal Limited","SUHAS RAJU VASISHTHA","SELL","66,000","58.30","-"
"18-APR-2024","ATALREAL","Atal Realtech Limited","YELLOWSTONE VENTURES LLP","SELL","6,51,962","13.81","-"
"18-APR-2024","COFFEEDAY","Coffee Day Enterprise Ltd","TIKRI INVESTMENTS","BUY","10,000","72.00","-"
"18-APR-2024","COFFEEDAY","Coffee Day Enterprise Ltd","TIKRI INVESTMENTS","SELL","37,67,492","67.37","-"
"18-APR-2024","DCG","DCG Cables & Wires Ltd","NIKUNJ STOCK BROKERS LTD","SELL","1,06,800","81.60","-"
"18-APR-2024","DHANI","Dhani Services Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","50,47,517","51.48","-"
"18-APR-2024","DHANI","Dhani Services Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","50,47,517","51.45","-"
"18-APR-2024","DHANI","Dhani Services Limited","HRTI PRIVATE LIMITED","BUY","49,82,043","51.65","-"
"18-APR-2024","DHANI","Dhani Services Limited","HRTI PRIVATE LIMITED","SELL","53,71,036","51.46","-"
"18-APR-2024","DSSL","Dynacons Sys & Sol. Ltd.","GRAVITON RESEARCH CAPITAL LLP","BUY","87,465","1,257.90","-"
"18-APR-2024","DSSL","Dynacons Sys & Sol. Ltd.","GRAVITON RESEARCH CAPITAL LLP","SELL","87,404","1,257.92","-"
"18-APR-2024","DSSL","Dynacons Sys & Sol. Ltd.","HRTI PRIVATE LIMITED","BUY","86,731","1,262.69","-"
"18-APR-2024","DSSL","Dynacons Sys & Sol. Ltd.","HRTI PRIVATE LIMITED","SELL","85,643","1,265.28","-"
"18-APR-2024","EXICOM","Exicom Tele Systems Ltd","AAKRAYA RESEARCH LLP","BUY","7,43,347","289.95","-"
"18-APR-2024","EXICOM","Exicom Tele Systems Ltd","AAKRAYA RESEARCH LLP","SELL","7,43,347","290.20","-"
"18-APR-2024","EXICOM","Exicom Tele Systems Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","8,87,236","285.68","-"
"18-APR-2024","EXICOM","Exicom Tele Systems Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","8,87,236","285.91","-"
"18-APR-2024","EXICOM","Exicom Tele Systems Ltd","HRTI PRIVATE LIMITED","BUY","6,05,355","289.54","-"
"18-APR-2024","EXICOM","Exicom Tele Systems Ltd","HRTI PRIVATE LIMITED","SELL","6,18,888","288.52","-"
"18-APR-2024","EXICOM","Exicom Tele Systems Ltd","QE SECURITIES LLP","BUY","10,36,233","292.28","-"
"18-APR-2024","EXICOM","Exicom Tele Systems Ltd","QE SECURITIES LLP","SELL","11,04,179","291.43","-"
"18-APR-2024","FOODSIN","Foods & Inns Limited","F3 ADVISORS PRIVATE LIMITED","BUY","3,23,854","169.60","-"
"18-APR-2024","FOODSIN","Foods & Inns Limited","F3 ADVISORS PRIVATE LIMITED","SELL","1,45,323","168.44","-"
"18-APR-2024","GMRP&UI","GMR Pow and Urban Infra L","SARASWATI COMMERCIAL (INDIA) LTD","BUY","40,00,000","54.96","-"
"18-APR-2024","GMRP&UI","GMR Pow and Urban Infra L","VARANIUM INDIA OPPORTUNITY LTD","SELL","34,50,487","54.97","-"
"18-APR-2024","JUSTDIAL","Justdial Ltd.","GRAVITON RESEARCH CAPITAL LLP","BUY","5,77,603","985.40","-"
"18-APR-2024","JUSTDIAL","Justdial Ltd.","GRAVITON RESEARCH CAPITAL LLP","SELL","5,77,603","985.78","-"
"18-APR-2024","JUSTDIAL","Justdial Ltd.","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","4,58,692","1,000.68","-"
"18-APR-2024","JUSTDIAL","Justdial Ltd.","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","4,58,692","1,001.20","-"
"18-APR-2024","JUSTDIAL","Justdial Ltd.","QE SECURITIES LLP","BUY","7,74,158","999.23","-"
"18-APR-2024","JUSTDIAL","Justdial Ltd.","QE SECURITIES LLP","SELL","7,92,272","998.96","-"
"18-APR-2024","JYOTI-RE","Jyoti Structures Ltd","GDN INVESTMENTS PRIVATE LIMITED","BUY","14,33,424","8.83","-"
"18-APR-2024","KCK","Kck Industries Limited","CHANDRA BHAN KATARIA","SELL","40,000","82.32","-"
"18-APR-2024","KMSUGAR","K.M.Sugar Mills Limited","VLS FINANCE LTD","SELL","5,00,040","36.05","-"
"18-APR-2024","KRYSTAL","Krystal Integrated Ser L","CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED","BUY","1,19,301","909.68","-"
"18-APR-2024","KRYSTAL","Krystal Integrated Ser L","CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED","SELL","1,01,823","841.09","-"
"18-APR-2024","KRYSTAL","Krystal Integrated Ser L","GRAVITON RESEARCH CAPITAL LLP","BUY","1,08,776","912.14","-"
"18-APR-2024","KRYSTAL","Krystal Integrated Ser L","GRAVITON RESEARCH CAPITAL LLP","SELL","1,08,776","905.32","-"
"18-APR-2024","KRYSTAL","Krystal Integrated Ser L","HRTI PRIVATE LIMITED","BUY","1,87,202","893.57","-"
"18-APR-2024","KRYSTAL","Krystal Integrated Ser L","HRTI PRIVATE LIMITED","SELL","1,77,532","859.54","-"
"18-APR-2024","KRYSTAL","Krystal Integrated Ser L","MANSI SHARE AND STOCK ADVISORS PVT LTD","BUY","92,326","866.14","-"
"18-APR-2024","KRYSTAL","Krystal Integrated Ser L","MANSI SHARE AND STOCK ADVISORS PVT LTD","SELL","92,326","844.13","-"
"18-APR-2024","KRYSTAL","Krystal Integrated Ser L","NIRAJ HARSUKHLAL SANGHAVI","BUY","2,24,065","884.84","-"
"18-APR-2024","KRYSTAL","Krystal Integrated Ser L","NIRAJ HARSUKHLAL SANGHAVI","SELL","3,29,065","910.18","-"
"18-APR-2024","KRYSTAL","Krystal Integrated Ser L","QE SECURITIES LLP","BUY","1,33,270","890.91","-"
"18-APR-2024","KRYSTAL","Krystal Integrated Ser L","QE SECURITIES LLP","SELL","1,33,422","863.47","-"
